name,profileUrl,website,founderName,linkedinUrl
StafBook,https://www.ycombinator.com/companies/stafbook,https://stafbook.com,Fransiskus Raymond,https://www.linkedin.com/in/fransiskus-raymond-59b2604a/
StafBook,https://www.ycombinator.com/companies/stafbook,https://stafbook.com,Ghuniyu Fattah Rozaq,https://www.linkedin.com/in/ghuniyu
Sully.ai,https://www.ycombinator.com/companies/sully-ai,https://www.sully.ai,Ahmed Omar,https://www.linkedin.com/in/ahmed-omar-b2221868/
Sully.ai,https://www.ycombinator.com/companies/sully-ai,https://www.sully.ai,Ahmed Nasser,https://www.linkedin.com/in/realahmednasser
Beau,https://www.ycombinator.com/companies/beau,https://beau.to,Mila Dayan,https://www.linkedin.com/in/mila-dayan
Beau,https://www.ycombinator.com/companies/beau,https://beau.to,Kyril Kulikov,https://www.linkedin.com/in/kyril-ku/
Beau,https://www.ycombinator.com/companies/beau,https://beau.to,Kirill Zakharov,https://www.linkedin.com/in/kirillzaharov/
Datlo,https://www.ycombinator.com/companies/datlo,https://www.datlo.com/,Mateus Felini,https://br.linkedin.com/in/mateus-felini
Datlo,https://www.ycombinator.com/companies/datlo,https://www.datlo.com/,Raisa Spagnol,https://www.linkedin.com/in/raisa-spagnol-a589999b/
Birdie,https://www.ycombinator.com/companies/birdie,https://www.getbirdie.io,Daniel Hung,https://www.linkedin.com/in/dhung09
Storylane,https://www.ycombinator.com/companies/storylane,https://www.storylane.io/,Akash Bansal,https://www.linkedin.com/in/akashbansal/
Storylane,https://www.ycombinator.com/companies/storylane,https://www.storylane.io/,Nalin Senthamil,https://www.linkedin.com/in/nalinpradeep/
Orderli,https://www.ycombinator.com/companies/orderli,https://orderli.com/en,Dorus van den Oord,https://linkedin.com/in/dorusvandenoord
Orderli,https://www.ycombinator.com/companies/orderli,https://orderli.com/en,Maurits Franken,https://www.linkedin.com/in/maurits-franken
Malga,https://www.ycombinator.com/companies/malga,https://malga.io/,Alex Vilhena,https://www.linkedin.com/in/alexvilhena/
Malga,https://www.ycombinator.com/companies/malga,https://malga.io/,Thiago Garuti,https://www.linkedin.com/in/thiago-garuti-6844b557/
Onfolk,https://www.ycombinator.com/companies/onfolk,http://onfolk.com,Naz Malik,https://www.linkedin.com/in/naz-malik-72401199/
Onfolk,https://www.ycombinator.com/companies/onfolk,http://onfolk.com,Charlie Thomas,https://www.linkedin.com/in/charlie-t-4bba09118/
Coast,https://www.ycombinator.com/companies/coast,https://trycoast.com,Spencer Levitt,https://www.linkedin.com/in/spencer-levitt
Coast,https://www.ycombinator.com/companies/coast,https://trycoast.com,Austin Pager,https://www.linkedin.com/in/austin-pager/
Akute Health,https://www.ycombinator.com/companies/akute-health,https://www.akutehealth.com,Sharud Agarwal,https://www.linkedin.com/in/sharud-agarwal-2441093b/
Stardex,https://www.ycombinator.com/companies/stardex,https://www.stardex.com,Sanket Chauhan,https://www.linkedin.com/in/sanketchauhan
Stardex,https://www.ycombinator.com/companies/stardex,https://www.stardex.com,Pranav Badami,https://www.linkedin.com/in/pranavbadami/
Momo Medical,https://www.ycombinator.com/companies/momo-medical,https://www.momomedical.com/,Menno Gravemaker,https://www.linkedin.com/in/menno-gravemaker-70674b53/
Momo Medical,https://www.ycombinator.com/companies/momo-medical,https://www.momomedical.com/,Thomas Bakker,https://www.linkedin.com/in/thomasbakker118
Markix,https://www.ycombinator.com/companies/markix,https://www.oystermedical.com,Mack McConnell,https://www.linkedin.com/in/mackmcconnell/
Markix,https://www.ycombinator.com/companies/markix,https://www.oystermedical.com,Cihan Tas,https://www.linkedin.com/in/cihan-tas-01a0501ba/
Matidor.com,https://www.ycombinator.com/companies/matidor-com,https://matidor.com/,Vincent Lam,https://www.linkedin.com/in/lamvincent/
Matidor.com,https://www.ycombinator.com/companies/matidor-com,https://matidor.com/,Sean Huang,https://www.linkedin.com/in/sean-huang/
SigmaOS,https://www.ycombinator.com/companies/sigmaos,https://www.sigmaos.com,Mahyad G,https://www.linkedin.com/in/mahyad-ghassemi/
SigmaOS,https://www.ycombinator.com/companies/sigmaos,https://www.sigmaos.com,Ali Attar,https://www.linkedin.com/in/attarali
SigmaOS,https://www.ycombinator.com/companies/sigmaos,https://www.sigmaos.com,Saurav Mitra,https://www.linkedin.com/in/thesauravmitra/
Kaya,https://www.ycombinator.com/companies/kaya,https://www.usekaya.com/,Brian Low,https://www.linkedin.com/in/brianlowzh/
Secoda,https://www.ycombinator.com/companies/secoda,https://secoda.co,Etai Mizrahi,https://www.linkedin.com/in/etai-mizrahi-07656aa1/
Secoda,https://www.ycombinator.com/companies/secoda,https://secoda.co,Andrew McEwen,https://www.linkedin.com/in/armcewen
Anakin,https://www.ycombinator.com/companies/anakin,https://anakin.company,Mohit Prateek,http://linkedin.com/in/mohitprateek
Anakin,https://www.ycombinator.com/companies/anakin,https://anakin.company,Rashmi Bala,https://www.linkedin.com/in/kumari-rashmi-bala/
ShopMyGPT.com,https://www.ycombinator.com/companies/shopmygpt-com,https://www.shopmygpt.com/,Omar Thanawalla,https://www.linkedin.com/in/omarthanawalla/
Cabal,https://www.ycombinator.com/companies/cabal,http://getcabal.com,Fahim Ferdous,https://linkedin.com/in/fahimferdous
Advantage Club,https://www.ycombinator.com/companies/advantage-club,https://www.advantageclub.co,Sourabh Deorah,https://in.linkedin.com/in/sourabh-deorah-a4912b1a
Advantage Club,https://www.ycombinator.com/companies/advantage-club,https://www.advantageclub.co,Smiti Bhatt Deorah,https://in.linkedin.com/in/smitibhattdeorah
Rivia.AI,https://www.ycombinator.com/companies/rivia-ai,https://rivia.ai,Samay Jain,https://www.linkedin.com/in/samaystops4no1/
Deed,https://www.ycombinator.com/companies/deed,https://www.joindeed.com,Deevee Kashi,https://www.linkedin.com/in/deeveekashi
Deed,https://www.ycombinator.com/companies/deed,https://www.joindeed.com,Aske Ertmann,https://www.linkedin.com/in/aske-ertmann-816a07101/
Deed,https://www.ycombinator.com/companies/deed,https://www.joindeed.com,Steve Liu,https://www.linkedin.com/in/stevenliu98/
Varos,https://www.ycombinator.com/companies/varos,http://varos.com,Yarden Shaked,https://www.linkedin.com/in/yarden-shaked-b2011082/
Varos,https://www.ycombinator.com/companies/varos,http://varos.com,Lior Chen,https://www.linkedin.com/in/lior-chen-2a939127/
Varos,https://www.ycombinator.com/companies/varos,http://varos.com,Gil Shaked,https://www.linkedin.com/in/gshaked/
Customily,https://www.ycombinator.com/companies/customily,http://www.customily.com/,Martina Möring,http://uy.linkedin.com/in/martinamoring
Customily,https://www.ycombinator.com/companies/customily,http://www.customily.com/,Alejandro Lozdziejski,https://www.linkedin.com/in/alelozd/
PaletteHQ,https://www.ycombinator.com/companies/palettehq,https://palettehq.com/en,Jean-Edern Lorillon,https://www.linkedin.com/in/jeanedernlorillon/
Cococart,https://www.ycombinator.com/companies/cococart,https://www.cococart.co,Derek Low,https://www.linkedin.com/in/dereklmy/
eqtble,https://www.ycombinator.com/companies/eqtble,https://eqtble.com/,Joseph Ifiegbu,https://www.linkedin.com/in/joseph-ifiegbu/
eqtble,https://www.ycombinator.com/companies/eqtble,https://eqtble.com/,Gabe Horwitz,https://www.linkedin.com/in/gabrielmhorwitz/
eqtble,https://www.ycombinator.com/companies/eqtble,https://eqtble.com/,Ethan Veres,https://www.linkedin.com/in/ethanveres
Terra API,https://www.ycombinator.com/companies/terra-api,http://tryterra.co,Kyriakos Eleftheriou,https://www.linkedin.com/in/kyriakos-eleftheriou/
MarqVision,https://www.ycombinator.com/companies/marqvision,https://www.marqvision.com/,Mark Lee,https://www.linkedin.com/in/marklee0928/
Navattic,https://www.ycombinator.com/companies/navattic,https://www.navattic.com/,Neil McLean,https://www.linkedin.com/in/neil-mclean/
Navattic,https://www.ycombinator.com/companies/navattic,https://www.navattic.com/,Randy Frank,https://www.linkedin.com/in/randolph-frank/
Navattic,https://www.ycombinator.com/companies/navattic,https://www.navattic.com/,Chris Hoyle,https://www.linkedin.com/in/christopher-hoyle
Jetdocs,https://www.ycombinator.com/companies/jetdocs,https://jetdocs.io,Andrew Dolinski,https://www.linkedin.com/in/dolinskiandrew/
Jetdocs,https://www.ycombinator.com/companies/jetdocs,https://jetdocs.io,Alex Kovalev,https://www.linkedin.com/in/alex-kovalev-389a7463/
OlaClick,https://www.ycombinator.com/companies/olaclick,https://www.olaclick.com/,Carol Riboud,https://www.linkedin.com/in/carol-riboud-7946832b/
OlaClick,https://www.ycombinator.com/companies/olaclick,https://www.olaclick.com/,Ulysse Lichtle,https://www.linkedin.com/in/ulysse-lichtl%C3%A9-35a7b085/
OlaClick,https://www.ycombinator.com/companies/olaclick,https://www.olaclick.com/,Jose RICO,https://www.linkedin.com/in/jmrico/
OlaClick,https://www.ycombinator.com/companies/olaclick,https://www.olaclick.com/,Morgan Zysman,https://www.linkedin.com/in/morgan-zysman-4a973867/
Treinta,https://www.ycombinator.com/companies/treinta,https://www.treinta.co,Lluis Canadell,https://www.linkedin.com/in/lluiscanadell/
Treinta,https://www.ycombinator.com/companies/treinta,https://www.treinta.co,Man Hei Lou,http://www.linkedin.com/in/manheilou
FlowEQ,https://www.ycombinator.com/companies/floweq,https://www.floweq.com,Brittani Dunlap,https://www.linkedin.com/in/brittanimccall/
Chatwoot,https://www.ycombinator.com/companies/chatwoot,https://www.chatwoot.com,Pranav Raj,https://www.linkedin.com/in/pranavrajs/
Chatwoot,https://www.ycombinator.com/companies/chatwoot,https://www.chatwoot.com,Sojan Jose,https://in.linkedin.com/in/sojanofficial
Resquared,https://www.ycombinator.com/companies/resquared,http://re2.ai,Griffin Morris,https://linkedin.com/in/jgriffinmorris
Resquared,https://www.ycombinator.com/companies/resquared,http://re2.ai,Tyler Carlson,https://www.linkedin.com/in/tylerwcarlson/
Great Question,https://www.ycombinator.com/companies/great-question,https://greatquestion.co,Ned Dwyer,https://www.linkedin.com/in/neddwyer
Great Question,https://www.ycombinator.com/companies/great-question,https://greatquestion.co,PJ Murray,http://www.linkedin.com/in/pjmurraynz/
Hudu,https://www.ycombinator.com/companies/hudu,https://hudu.com,Jacob Hart,https://www.linkedin.com/in/jacob-hart-22499a105/
Hudu,https://www.ycombinator.com/companies/hudu,https://hudu.com,John Hart,https://www.linkedin.com/in/john-hart-86270120
BrioHR,https://www.ycombinator.com/companies/briohr,https://briohr.com/,Benjamin Croc,https://www.linkedin.com/in/benjamin-croc-93669426/
BrioHR,https://www.ycombinator.com/companies/briohr,https://briohr.com/,Nabil Oudghiri,https://www.linkedin.com/in/nabil-oudghiri-870372b5
Fathom,https://www.ycombinator.com/companies/fathom,https://fathom.video,Richard White,https://www.linkedin.com/in/rrwhite/
Firstbase.io,https://www.ycombinator.com/companies/firstbase-io,https://firstbase.io/,Mark Milastsivy,https://www.linkedin.com/in/markmilastsivy/
Version Story,https://www.ycombinator.com/companies/version-story,https://versionstory.com/,Kevin O'Connell,https://www.linkedin.com/in/kkoconnell/
Version Story,https://www.ycombinator.com/companies/version-story,https://versionstory.com/,Jordan Bryan,https://www.linkedin.com/in/jordanpbryan/
Prequel,https://www.ycombinator.com/companies/prequel,https://prequel.co,Charles Chretien,https://www.linkedin.com/in/charles-chretien-94350146/
Prequel,https://www.ycombinator.com/companies/prequel,https://prequel.co,Conor McCarter,https://www.linkedin.com/in/conormccarter/
Laudspeaker,https://www.ycombinator.com/companies/laudspeaker,https://laudspeaker.com/?ref=bf,Abheek Basu,https://www.linkedin.com/in/abheek-basu-4a72a398/
Laudspeaker,https://www.ycombinator.com/companies/laudspeaker,https://laudspeaker.com/?ref=bf,Mahamad Charawi,https://www.linkedin.com/in/mahamad-c-a025b9193/
Bluelight,https://www.ycombinator.com/companies/bluelight,https://usebluelight.com/,Alex Dixon,https://www.linkedin.com/in/dixonalex/
Bluelight,https://www.ycombinator.com/companies/bluelight,https://usebluelight.com/,Stewart Lamke,https://www.linkedin.com/in/stewart-lamke-8278b950/
Waypoint,https://www.ycombinator.com/companies/waypoint,https://www.usewaypoint.com,Jordan Isip,https://www.linkedin.com/in/jordanisip/
Waypoint,https://www.ycombinator.com/companies/waypoint,https://www.usewaypoint.com,Carlos Rodriguez-Rosario,https://www.linkedin.com/in/carlosrr/
MedMe Health,https://www.ycombinator.com/companies/medme-health,https://www.medmehealth.com,Purya Sarmadi,https://www.linkedin.com/in/purya/
MedMe Health,https://www.ycombinator.com/companies/medme-health,https://www.medmehealth.com,Nick Hui,https://www.linkedin.com/in/nihui/
Humaans,https://www.ycombinator.com/companies/humaans,https://humaans.io,Giovanni Luperti,https://www.linkedin.com/in/gluperti/
Humaans,https://www.ycombinator.com/companies/humaans,https://humaans.io,Karolis Narkevicius,https://www.linkedin.com/in/karolisnarkevicius/
Runway,https://www.ycombinator.com/companies/runway,https://runway.team,Gabriel Savit,https://linkedin.com/in/gsavit
Runway,https://www.ycombinator.com/companies/runway,https://runway.team,Matt Varghese,https://www.linkedin.com/in/mattvarghese/
Runway,https://www.ycombinator.com/companies/runway,https://runway.team,Isabel Barrera,https://www.linkedin.com/in/isabel-barrera-48b0941b8
Runway,https://www.ycombinator.com/companies/runway,https://runway.team,David Filion,https://www.linkedin.com/in/david-filion-bb050249
Zuddl,https://www.ycombinator.com/companies/zuddl,http://www.zuddl.com,Bharath Varma,www.linkedin.com/in/bharath-varma91
Zuddl,https://www.ycombinator.com/companies/zuddl,http://www.zuddl.com,Vedha Sayyaparaju,https://www.linkedin.com/in/vedharaju
Mozart Data,https://www.ycombinator.com/companies/mozart-data,http://www.mozartdata.com,Peter Fishman,http://www.linkedin.com/in/petefishman
Mozart Data,https://www.ycombinator.com/companies/mozart-data,http://www.mozartdata.com,Dan Silberman,https://www.linkedin.com/in/dansilberman23/
Farel,https://www.ycombinator.com/companies/farel,https://farel.io,Askhat Omarov,https://www.linkedin.com/in/askhat-omarov-76226448/
TyltGO,https://www.ycombinator.com/companies/tyltgo,https://www.tyltgo.com/,Aaron Paul,https://linkedin.com/in/a29paul
Tella,https://www.ycombinator.com/companies/tella,https://tella.tv/,Grant Shaddick,https://www.linkedin.com/in/shaddickgrant/
Tella,https://www.ycombinator.com/companies/tella,https://tella.tv/,Michiel Westerbeek,https://www.linkedin.com/in/michiel-westerbeek-4b6b7a48/
Mailwarm,https://www.ycombinator.com/companies/mailwarm,https://www.mailwarm.com,Amine Benjelloun,https://www.linkedin.com/in/benjellouna/
Hellometer,https://www.ycombinator.com/companies/hellometer,https://hellometer.io/,Alexander Popper,https://www.linkedin.com/in/alexanderpopper/
Stacker,https://www.ycombinator.com/companies/stacker,https://stackerhq.com,Michael Skelly,https://www.linkedin.com/in/skellymichael/
Stacker,https://www.ycombinator.com/companies/stacker,https://stackerhq.com,Sam Davyson,https://www.linkedin.com/in/davyson/
Mesh,https://www.ycombinator.com/companies/mesh,https://mesh.ai/,Saurabh Nangia,https://www.linkedin.com/in/saurabhnangia/
Mesh,https://www.ycombinator.com/companies/mesh,https://mesh.ai/,Gaurav Chaubey,https://www.linkedin.com/in/gaurav-chaubey/
Mesh,https://www.ycombinator.com/companies/mesh,https://mesh.ai/,Rahul Singh,https://www.linkedin.com/in/rahul-singh-16870225/
Swif.ai,https://www.ycombinator.com/companies/swif-ai,https://www.swif.ai,Angelo (KC) Huang,https://www.linkedin.com/in/angelokh
Queue,https://www.ycombinator.com/companies/queue,https://usequeue.com,Mas Hossain,https://www.linkedin.com/in/masud-hossain-11a7baab/
Luminai,https://www.ycombinator.com/companies/luminai,https://www.luminai.com,Kesava Kirupa Dinakaran,https://www.linkedin.com/in/kesavakirupa/
Mutiny,https://www.ycombinator.com/companies/mutiny,https://www.mutinyhq.com,Nikhil Mathew,https://www.linkedin.com/in/nikhilmat
Mutiny,https://www.ycombinator.com/companies/mutiny,https://www.mutinyhq.com,Jaleh Rezaei,https://www.linkedin.com/in/jalehr/
Jitsu,https://www.ycombinator.com/companies/jitsu,https://jitsu.com,Vladimir Klimontovich,https://www.linkedin.com/in/klimontovich/
Embeddables (formerly Savvy),https://www.ycombinator.com/companies/embeddables,https://embeddables.com,Jeremy Evans,https://www.linkedin.com/in/jeremynevans/
Embeddables (formerly Savvy),https://www.ycombinator.com/companies/embeddables,https://embeddables.com,Matthew Morley,https://www.linkedin.com/in/matthew-morley-96951170/
Meitre,https://www.ycombinator.com/companies/meitre,http://meitre.com/,Juan Caviglia,https://www.linkedin.com/in/juancaviglia/
Meitre,https://www.ycombinator.com/companies/meitre,http://meitre.com/,Luis Caviglia,http://uy.linkedin.com/in/luiscaviglia
Glowing.io,https://www.ycombinator.com/companies/glowing-io,http://www.glowing.io,Jasen Lew,https://www.linkedin.com/in/jasenlew
Shogun,https://www.ycombinator.com/companies/shogun,https://getshogun.com/,Nick Raushenbush,https://www.linkedin.com/in/nickraushenbush
Shogun,https://www.ycombinator.com/companies/shogun,https://getshogun.com/,Finbarr Taylor,https://linkedin.com/in/finbarrtaylor
Candidate.ly,https://www.ycombinator.com/companies/candidate-ly,https://candidate.ly/,Jan Alexander Jedlinski,https://www.linkedin.com/in/janalexanderjedlinski/
Candidate.ly,https://www.ycombinator.com/companies/candidate-ly,https://candidate.ly/,Benjamin Bartakovics,https://www.linkedin.com/in/bbartakovics/
Candidate.ly,https://www.ycombinator.com/companies/candidate-ly,https://candidate.ly/,Daniel Bartakovics,https://www.linkedin.com/in/bartakovics/
Candidate.ly,https://www.ycombinator.com/companies/candidate-ly,https://candidate.ly/,Michael Ströck,https://www.linkedin.com/in/mstroeck
Gem,https://www.ycombinator.com/companies/gem,,,
Officely,https://www.ycombinator.com/companies/officely,https://www.getofficely.com?utm_source=yc,Max Shepherd-Cross,https://www.linkedin.com/in/max-shepherd-cross-94153440/
Officely,https://www.ycombinator.com/companies/officely,https://www.getofficely.com?utm_source=yc,Rich Turnbull,https://www.linkedin.com/in/rich-turnbull-756bb229/
Close,https://www.ycombinator.com/companies/close,https://close.com,Steli Efti,https://www.linkedin.com/in/steliefti
Close,https://www.ycombinator.com/companies/close,https://close.com,Anthony Nemitz,https://www.linkedin.com/in/anthonynemitz/
Ridecell,https://www.ycombinator.com/companies/ridecell,https://www.ridecell.com,Aarjav Trivedi,https://www.linkedin.com/in/aarjav
UpKeep,https://www.ycombinator.com/companies/upkeep,https://www.upkeep.com/,Ryan Chan,https://linkedin.com/in/ryan-chan-72aa6256
Loop Support,https://www.ycombinator.com/companies/loop-support,https://www.loopsupport.com/,Paul Gut,https://www.linkedin.com/in/paulgut/
Loop Support,https://www.ycombinator.com/companies/loop-support,https://www.loopsupport.com/,Dean Yim,https://www.linkedin.com/in/deanyim
HireArt,https://www.ycombinator.com/companies/hireart,http://hireart.com,Nicholas Sedlet,https://www.linkedin.com/in/nick-sedlet
Linkana,https://www.ycombinator.com/companies/linkana,https://www.linkana.com,Cirdes Henrique,https://www.linkedin.com/in/cirdesh/
Linkana,https://www.ycombinator.com/companies/linkana,https://www.linkana.com,Bruno Luigi,https://www.linkedin.com/in/brunoluigi/
Linkana,https://www.ycombinator.com/companies/linkana,https://www.linkana.com,leo cavalcanti,https://www.linkedin.com/in/leoazca
Zeo Route Planner,https://www.ycombinator.com/companies/zeo-route-planner,https://zeorouteplanner.com,Kshitij Dixit,https://www.linkedin.com/in/kshitijdixit/
Zeo Route Planner,https://www.ycombinator.com/companies/zeo-route-planner,https://zeorouteplanner.com,Nimit Mehra,https://www.linkedin.com/in/nimitmehra/
Zeo Route Planner,https://www.ycombinator.com/companies/zeo-route-planner,https://zeorouteplanner.com,Ritesh Singh,https://www.linkedin.com/in/ritesh-singh-a5028a160/
ToDesktop,https://www.ycombinator.com/companies/todesktop,https://www.todesktop.com,Dave Jeffery,https://www.linkedin.com/in/davejeffery/
Basedash,https://www.ycombinator.com/companies/basedash,https://www.basedash.com,Max Musing,https://www.linkedin.com/in/MaxMusing
Polytomic,https://www.ycombinator.com/companies/polytomic,https://www.polytomic.com,Ghalib Suleiman,https://www.linkedin.com/in/ghalibs
Polytomic,https://www.ycombinator.com/companies/polytomic,https://www.polytomic.com,Nathan Yergler,https://www.linkedin.com/in/nathanyergler/
Accord,https://www.ycombinator.com/companies/accord,https://inaccord.com,Ross Rich,https://www.linkedin.com/in/rossrich/
Accord,https://www.ycombinator.com/companies/accord,https://inaccord.com,Ryan Rich,https://www.linkedin.com/in/ryanrich1
Index,https://www.ycombinator.com/companies/index-3,https://index.app,Xavier Pladevall,https://www.linkedin.com/in/pladevall
Index,https://www.ycombinator.com/companies/index-3,https://index.app,Eduardo Portet,https://www.linkedin.com/in/eportet
InEvent,https://www.ycombinator.com/companies/inevent,https://inevent.com,Pedro Góes,https://linkedin.com/in/pedrogoes
InEvent,https://www.ycombinator.com/companies/inevent,https://inevent.com,Mauricio Giordano,https://www.linkedin.com/in/mauriciogior
InEvent,https://www.ycombinator.com/companies/inevent,https://inevent.com,Vinicius Neris,https://www.linkedin.com/in/vfneris/
Instrumentl,https://www.ycombinator.com/companies/instrumentl,https://www.instrumentl.com,Angela Braren,https://www.linkedin.com/in/angela-braren-62383726
Instrumentl,https://www.ycombinator.com/companies/instrumentl,https://www.instrumentl.com,Katharine Corriveau,https://www.linkedin.com/in/katharinecorriveau
Instrumentl,https://www.ycombinator.com/companies/instrumentl,https://www.instrumentl.com,Gauri Manglik,https://www.linkedin.com/in/gaurimanglik
Pyxai,https://www.ycombinator.com/companies/pyxai,https://www.pyxai.com,Angela Edwards,https://www.linkedin.com/in/angela-edwards-1350589/
Pyxai,https://www.ycombinator.com/companies/pyxai,https://www.pyxai.com,Kurt Edwards,https://www.linkedin.com/in/kurt-edwards-4434b35b
Demodesk,https://www.ycombinator.com/companies/demodesk,https://demodesk.com,Alex Popp,https://www.linkedin.com/in/alexandergeorgpopp/
Demodesk,https://www.ycombinator.com/companies/demodesk,https://demodesk.com,Veronika Wax,https://www.linkedin.com/in/veronikariederle/
Ascen,https://www.ycombinator.com/companies/ascen,https://ascen.com,Francis Larson,https://www.linkedin.com/in/francislarson/
MixRank,https://www.ycombinator.com/companies/mixrank,https://mixrank.com,Scott Milliken,https://www.linkedin.com/in/scottamilliken
Copia,https://www.ycombinator.com/companies/copia,http://www.gocopia.com,Komal Ahmad,https://www.linkedin.com/in/komalahmad
Eden,https://www.ycombinator.com/companies/eden,https://www.edenworkplace.com,Joe Du Bey,https://linkedin.com/in/joedubey
Eden,https://www.ycombinator.com/companies/eden,https://www.edenworkplace.com,Kyle Wilkinson,https://www.linkedin.com/in/kyledwilkinson/en
Eden,https://www.ycombinator.com/companies/eden,https://www.edenworkplace.com,Guy Morita,http://www.linkedin.com/in/guymorita
GovPredict,https://www.ycombinator.com/companies/govpredict,http://govpredict.com,Emil Pitkin,https://www.linkedin.com/in/emilpitkin
PersistIQ,https://www.ycombinator.com/companies/persistiq,http://www.persistiq.com,Pouyan Salehi,https://www.linkedin.com/in/pouyansalehi/
PersistIQ,https://www.ycombinator.com/companies/persistiq,http://www.persistiq.com,Cyrus Karbassiyoon,https://www.linkedin.com/in/ckarbass/
Apptimize,https://www.ycombinator.com/companies/apptimize,http://apptimize.com,Nancy Hua,https://www.linkedin.com/in/nancyhua/
Keep,https://www.ycombinator.com/companies/keep,https://www.keephq.dev,Tal Borenstein,https://www.linkedin.com/in/talbo
Keep,https://www.ycombinator.com/companies/keep,https://www.keephq.dev,Shahar Glazner,https://www.linkedin.com/in/shahar-glazner-29294654/
Viddy,https://www.ycombinator.com/companies/viddy,https://www.viddyapp.io/,Harris Gani,https://www.linkedin.com/in/harrisgani/
Viddy,https://www.ycombinator.com/companies/viddy,https://www.viddyapp.io/,Nihar Patil,https://www.linkedin.com/in/niharpatil/
Bracket,https://www.ycombinator.com/companies/bracket,https://www.usebracket.com/,Vinesh Arun,https://www.linkedin.com/in/vinesharun/
Bracket,https://www.ycombinator.com/companies/bracket,https://www.usebracket.com/,Kunal Garg,https://www.linkedin.com/in/kunalrgarg/
Bracket,https://www.ycombinator.com/companies/bracket,https://www.usebracket.com/,Ian Yanusko,https://www.linkedin.com/in/ian-yanusko-6b240591/
Laudable,https://www.ycombinator.com/companies/laudable,https://www.laudable.com,Angela Ferrante,https://www.linkedin.com/in/angela-ferrante/
Keyri,https://www.ycombinator.com/companies/keyri,https://keyri.com/,Zain Azeem,https://www.linkedin.com/in/zain-azeem/
Keyri,https://www.ycombinator.com/companies/keyri,https://keyri.com/,Grant La Count,https://www.linkedin.com/in/grant-la-count-8abb6b40/
Keyri,https://www.ycombinator.com/companies/keyri,https://keyri.com/,Saif Malik,https://www.linkedin.com/in/saif-malik-929b961a
Hilos,https://www.ycombinator.com/companies/quid,https://hilos.io,Florian Raetzer,https://www.linkedin.com/in/florian-raetzer/
Journey,https://www.ycombinator.com/companies/journey,http://journey.io,Peter Clark,https://www.linkedin.com/in/peter-clark-51990a8a/
Journey,https://www.ycombinator.com/companies/journey,http://journey.io,Anil Sevim,https://www.linkedin.com/in/anilsevim
Journey,https://www.ycombinator.com/companies/journey,http://journey.io,Brendan Weitz,https://www.linkedin.com/in/brendanlweitz/
Preki,https://www.ycombinator.com/companies/preki,http://www.preki.com,Pedro Virgüez,https://www.linkedin.com/in/pedrovirguezbogotacolombia/
Preki,https://www.ycombinator.com/companies/preki,http://www.preki.com,Alex Hakim,https://www.linkedin.com/in/alex-hakim-414192b3
Preki,https://www.ycombinator.com/companies/preki,http://www.preki.com,Tahi Hakim,https://www.linkedin.com/in/tahi-hakim-991192b3/
Preki,https://www.ycombinator.com/companies/preki,http://www.preki.com,David Narvaez,https://www.linkedin.com/in/dnarvaez27/
Worksphere,https://www.ycombinator.com/companies/worksphere,https://www.worksphere.com,Aakhil Fardeen,https://www.linkedin.com/in/aakhil-fardeen/
Worksphere,https://www.ycombinator.com/companies/worksphere,https://www.worksphere.com,Theresa Klaassen,https://www.linkedin.com/in/theresaklaassen/
Worksphere,https://www.ycombinator.com/companies/worksphere,https://www.worksphere.com,Mark Piper,https://www.linkedin.com/in/mark-piper/
Enable Us,https://www.ycombinator.com/companies/enable-us,https://www.enableus.com,Adam Pearson,https://www.linkedin.com/in/adam-pearson-048a774?trk=nav_responsive_tab_profile
Partnered,https://www.ycombinator.com/companies/partnered-2,https://partnered.com,Adam Michalski,https://www.linkedin.com/in/adamjmichalski/
Partnered,https://www.ycombinator.com/companies/partnered-2,https://partnered.com,Tim Sherwood,https://www.linkedin.com/in/tim-sherwood-a504b611/
Brevy,https://www.ycombinator.com/companies/brevy,https://brevy.com/,Mohamed Abedelmalik,https://www.linkedin.com/in/abedelmalik/
Brevy,https://www.ycombinator.com/companies/brevy,https://brevy.com/,Conder Shou,https://www.linkedin.com/in/conder-shou/
Brevy,https://www.ycombinator.com/companies/brevy,https://brevy.com/,Anika Zaman,https://www.linkedin.com/in/anika-zaman/
Clew,https://www.ycombinator.com/companies/clew,https://clew.ai/,Udara Jayawardena,https://lk.linkedin.com/in/udarajay
Clew,https://www.ycombinator.com/companies/clew,https://clew.ai/,Haish Qian,https://www.linkedin.com/in/haishanqian/
Workbase,https://www.ycombinator.com/companies/workbase,https://,John Tan,https://www.linkedin.com/in/johnztan/
Workbase,https://www.ycombinator.com/companies/workbase,https://,Ed Parsons,https://www.linkedin.com/in/efparsons/
Command AI,https://www.ycombinator.com/companies/command-ai,https://command.ai,James Evans,https://www.linkedin.com/in/james-evans-7086b3126/
Command AI,https://www.ycombinator.com/companies/command-ai,https://command.ai,Vinay Ayyala,https://www.linkedin.com/in/vinay-ayyala-976a3279/
Command AI,https://www.ycombinator.com/companies/command-ai,https://command.ai,Richard Freling,https://www.linkedin.com/in/richard-freling/
Hivy,https://www.ycombinator.com/companies/hivy,https://hivyapp.com,Pauline Tordeur,https://www.linkedin.com/in/pauline-tordeur/
Hivy,https://www.ycombinator.com/companies/hivy,https://hivyapp.com,Pierre-Alain Loiseau,https://www.linkedin.com/in/paloiseau
